name,form,rating,rawErg,erg,ems,grade,yob,sex,sire,fee,crop,dam,form2,ems3,grade4,bmSire,price,status,code,lot,vendor,purchaser,prev. price
Maharanee,UP,0,0,0,0,0,2008,F,Mr. Greeley,"$75,000 ",12,Queen,W,51,C2,Sadler's Wells,"92,000",Sold,KESEP,1,Taylor Made Sales Agency,Blandford Bloodstock
Fides,P,0,0,0,0,0,2008,F,Rock Hard Ten,"$50,000 ",2,Queen Mindy,W,55,C1,King of Kings,-,Passed,KESEP,2,Havens Bloodstock Agency,Kazakov
Astrology,G3wG1p,101,0,0,0,0,2008,C,A.P. Indy,"$300,000 ",15,Quiet Eclipse,W,46,C3,Quiet American,-,Passed,KESEP,4,Stonestreet Thoroughbred Holdings,
